,path,name,0-1,1-1,2-1,3-1,4-1,5-1,6-1,7-1,0-2,1-2,2-2,3-2,4-2,5-2,6-2,7-2
121,vase/train/vase_0378_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0378_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.24
122,vase/train/vase_0112_SMPLER_centered_scaled_remeshing_iso_iter4,vase_0112_SMPLER,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
123,vase/train/vase_0058_SMPLER_centered_scaled_remeshing_iso_iter4,vase_0058_SMPLER,0.0,0.0,0.0,0.57,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.0,0.0
124,vase/train/vase_0375_SMPLER_centered_scaled_remeshing_iso_iter7,vase_0375_SMPLER,0.0,0.0,0.23,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.0,0.0,0.0,0.0
125,vase/train/vase_0463_SMPLER_centered_scaled_remeshing_iso_iter10,vase_0463_SMPLER,0.0,0.0,0.0,0.0,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
126,vase/train/vase_0124_SMPLER_centered_scaled_remeshing_iso_iter7,vase_0124_SMPLER,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
127,vase/test/vase_0485_SMPLER_centered_scaled_remeshing_iso_iter4,vase_0485_SMPLER,0.0,0.0,0.0,0.57,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.0,0.0
128,vase/test/vase_0483_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0483_SMPLER,0.0,0.0,0.0,0.57,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.0,0.0
129,vase/train/vase_0434_SMPLER_centered_scaled_remeshing_iso_iter4,vase_0434_SMPLER,0.54,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,vase/train/vase_0167_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0167_SMPLER,0.0,0.0,0.0,0.0,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
131,vase/train/vase_0435_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0435_SMPLER,0.0,0.0,0.0,0.0,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
132,vase/train/vase_0248_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0248_SMPLER,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
133,vase/train/vase_0440_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0440_SMPLER,0.0,0.0,0.0,0.0,0.22,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.0
134,vase/train/vase_0385_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0385_SMPLER,0.0,0.0,0.0,0.0,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
135,vase/train/vase_0137_SMPLER_centered_scaled_remeshing_iso_iter7,vase_0137_SMPLER,0.0,0.52,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.0,0.0,0.0,0.0,0.0
136,vase/train/vase_0313_SMPLER_centered_scaled_remeshing_iso_iter6,vase_0313_SMPLER,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
137,vase/train/vase_0031_SMPLER_centered_scaled_remeshing_iso_iter4,vase_0031_SMPLER,0.0,0.0,0.0,0.57,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.0,0.0
138,vase/train/vase_0474_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0474_SMPLER,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.24
139,vase/train/vase_0256_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0256_SMPLER,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
140,vase/test/vase_0517_SMPLER_centered_scaled_remeshing_iso_iter7,vase_0517_SMPLER,0.0,0.0,0.0,0.57,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.0,0.0
141,vase/train/vase_0035_SMPLER_centered_scaled_remeshing_iso_iter13,vase_0035_SMPLER,0.0,0.0,0.0,0.04,0.69,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
142,vase/train/vase_0399_SMPLER_centered_scaled_remeshing_iso_iter8,vase_0399_SMPLER,0.19,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0
143,vase/train/vase_0120_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0120_SMPLER,0.19,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0
144,vase/train/vase_0339_SMPLER_centered_scaled_remeshing_iso_iter8,vase_0339_SMPLER,0.19,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0
145,vase/train/vase_0176_SMPLER_centered_scaled_remeshing_iso_iter7,vase_0176_SMPLER,0.0,0.52,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.0,0.0,0.0,0.0,0.0
146,vase/test/vase_0481_SMPLER_centered_scaled_remeshing_iso_iter11,vase_0481_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.24
147,vase/train/vase_0048_SMPLER_centered_scaled_remeshing_iso_iter7,vase_0048_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.24
148,vase/test/vase_0527_SMPLER_centered_scaled_remeshing_iso_iter8,vase_0527_SMPLER,0.0,0.0,0.0,0.04,0.69,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
149,vase/train/vase_0116_SMPLER_centered_scaled_remeshing_iso_iter7,vase_0116_SMPLER,0.0,0.0,0.0,0.0,0.22,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.0
150,vase/train/vase_0280_SMPLER_centered_scaled_remeshing_iso_iter10,vase_0280_SMPLER,0.0,0.52,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.0,0.0,0.0,0.0,0.0
151,vase/train/vase_0024_SMPLER_centered_scaled_remeshing_iso_iter7,vase_0024_SMPLER,0.0,0.0,0.0,0.0,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
152,vase/train/vase_0195_SMPLER_centered_scaled_remeshing_iso_iter9,vase_0195_SMPLER,0.0,0.0,0.0,0.04,0.69,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
153,vase/train/vase_0003_SMPLER_centered_scaled_remeshing_iso_iter5,vase_0003_SMPLER,0.0,0.0,0.0,0.0,0.22,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.0
154,vase/train/vase_0425_SMPLER_centered_scaled_remeshing_iso_iter4,vase_0425_SMPLER,0.0,0.0,0.0,0.0,0.0,0.04,0.62,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
155,vase/test/vase_0498_SMPLER_centered_scaled_remeshing_iso_iter6,vase_0498_SMPLER,0.0,0.52,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.0,0.0,0.0,0.0,0.0
156,vase/train/vase_0320_SMPLER_centered_scaled_remeshing_iso_iter10,vase_0320_SMPLER,0.0,0.0,0.0,0.0,0.0,0.55,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,0.0
157,vase/train/vase_0028_SMPLER_centered_scaled_remeshing_iso_iter6,vase_0028_SMPLER,0.54,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
